lab2/Symulacja dla Hooke-Jeeves
0; 0; 
0,00818098; 0,160841; 
0,0316262; 0,305421; 
0,0687504; 0,434559; 
0,118051; 0,549076; 
0,178106; 0,649789; 
0,247575; 0,737507; 
0,3252; 0,813028; 
0,409801; 0,877136; 
0,500273; 0,930598; 
0,59559; 0,974162; 
0,6948; 1,00856; 
0,797019; 1,03448; 
0,901436; 1,05262; 
1,00731; 1,06363; 
1,11394; 1,06813; 
1,22073; 1,06673; 
1,32711; 1,06; 
1,43257; 1,04848; 
1,53667; 1,0327; 
1,63899; 1,01315; 
1,73919; 0,990283; 
1,83695; 0,964538; 
1,93201; 0,936325; 
2,02415; 0,906024; 
2,11316; 0,87399; 
2,1989; 0,840554; 
2,28123; 0,806023; 
2,36007; 0,770677; 
2,43535; 0,734776; 
2,50702; 0,698558; 
2,57506; 0,662238; 
2,63947; 0,626012; 
2,70027; 0,590057; 
2,7575; 0,55453; 
2,8112; 0,519573; 
2,86143; 0,48531; 
2,90828; 0,45185; 
2,95183; 0,419287; 
2,99217; 0,387703; 
3,02941; 0,357163; 
3,06364; 0,327726; 
3,09499; 0,299435; 
3,12357; 0,272327; 
3,1495; 0,246425; 
3,1729; 0,221747; 
3,19389; 0,198302; 
3,2126; 0,176092; 
3,22915; 0,155111; 
3,24366; 0,13535; 
3,25626; 0,116793; 
3,26706; 0,0994178; 
3,27618; 0,0832015; 
3,28374; 0,0681156; 
3,28984; 0,0541288; 
3,2946; 0,0412072; 
3,29812; 0,0293148; 
3,30049; 0,0184137; 
3,30183; 0,00846459; 
3,30222; -0,000572912; 
3,30174; -0,00874003; 
3,3005; -0,0160785; 
3,29855; -0,0226302; 
3,296; -0,0284372; 
3,29289; -0,0335411; 
3,28931; -0,0379834; 
3,28531; -0,0418047; 
3,28097; -0,0450451; 
3,27632; -0,0477438; 
3,27144; -0,0499388; 
3,26635; -0,0516675; 
3,26112; -0,0529655; 
3,25577; -0,0538677; 
3,25036; -0,0544073; 
3,2449; -0,0546165; 
3,23944; -0,0545259; 
3,23401; -0,0541647; 
3,22862; -0,0535607; 
3,2233; -0,0527403; 
3,21808; -0,0517286; 
3,21296; -0,050549; 
3,20797; -0,0492237; 
3,20312; -0,0477735; 
3,19842; -0,0462178; 
3,19388; -0,0445747; 
3,18951; -0,0428609; 
3,18531; -0,0410922; 
3,18129; -0,0392827; 
3,17745; -0,0374457; 
3,1738; -0,0355932; 
3,17033; -0,0337362; 
3,16705; -0,0318847; 
3,16396; -0,0300475; 
3,16104; -0,0282328; 
3,15831; -0,0264477; 
3,15575; -0,0246984; 
3,15337; -0,0229906; 
3,15115; -0,0213289; 
3,1491; -0,0197174; 
3,14721; -0,0181596; 
3,14547; -0,0166584; 
3,14387; -0,0152159; 
3,14242; -0,0138339; 
3,14111; -0,0125137; 
3,13992; -0,0112561; 
3,13885; -0,0100616; 
3,1379; -0,00893019; 
3,13706; -0,00786164; 
3,13633; -0,00685539; 
3,13569; -0,0059106; 
3,13514; -0,00502623; 
3,13468; -0,00420099; 
3,1343; -0,00343345; 
3,13399; -0,00272199; 
3,13376; -0,00206488; 
3,13358; -0,00146026; 
3,13346; -0,000906193; 
3,1334; -0,000400668; 
3,13338; 5,83884e-05; 
3,13341; 0,000473084; 
3,13347; 0,000845552; 
3,13358; 0,00117794; 
3,13371; 0,00147239; 
3,13387; 0,00173104; 
3,13405; 0,00195599; 
3,13426; 0,00214933; 
3,13448; 0,00231311; 
3,13472; 0,00244932; 
3,13497; 0,00255991; 
3,13523; 0,00264677; 
3,1355; 0,00271174; 
3,13577; 0,00275659; 
3,13605; 0,00278301; 
3,13633; 0,00279264; 
3,13661; 0,00278704; 
3,13689; 0,0027677; 
3,13716; 0,00273604; 
3,13743; 0,00269341; 
3,1377; 0,00264108; 
3,13796; 0,00258023; 
3,13822; 0,00251202; 
3,13846; 0,00243748; 
3,1387; 0,00235761; 
3,13893; 0,00227334; 
3,13916; 0,00218551; 
3,13937; 0,00209491; 
3,13958; 0,00200228; 
