5, 1, 20, 
4.98991, 1.01173, 20.695, 
4.97982, 1.02173, 21.3689, 
4.96975, 1.03167, 22.0226, 
4.95968, 1.04155, 22.6569, 
4.94963, 1.05138, 23.2726, 
4.93958, 1.06114, 23.8704, 
4.92955, 1.07085, 24.451, 
4.91953, 1.0805, 25.0152, 
4.90951, 1.0901, 25.5634, 
4.89951, 1.09964, 26.0965, 
4.88952, 1.10912, 26.6148, 
4.87954, 1.11855, 27.1189, 
4.86956, 1.12793, 27.6094, 
4.8596, 1.13725, 28.0868, 
4.84965, 1.14651, 28.5515, 
4.83971, 1.15572, 29.004, 
4.82978, 1.16488, 29.4447, 
4.81986, 1.17399, 29.874, 
4.80995, 1.18305, 30.2923, 
4.80004, 1.19205, 30.7, 
4.79015, 1.201, 31.0975, 
4.78027, 1.2099, 31.485, 
4.7704, 1.21875, 31.8629, 
4.76054, 1.22755, 32.2316, 
4.75069, 1.2363, 32.5913, 
4.74085, 1.24501, 32.9423, 
4.73102, 1.25366, 33.2849, 
4.7212, 1.26226, 33.6194, 
4.7114, 1.27082, 33.9459, 
4.7016, 1.27932, 34.2648, 
4.69181, 1.28778, 34.5763, 
4.68203, 1.29619, 34.8807, 
4.67226, 1.30456, 35.178, 
4.6625, 1.31288, 35.4686, 
4.65275, 1.32115, 35.7526, 
4.64302, 1.32937, 36.0303, 
4.63329, 1.33755, 36.3018, 
4.62357, 1.34569, 36.5672, 
4.61387, 1.35378, 36.8269, 
4.60417, 1.36182, 37.0808, 
4.59448, 1.36982, 37.3293, 
4.58481, 1.37778, 37.5724, 
4.57514, 1.38569, 37.8103, 
4.56548, 1.39356, 38.0431, 
4.55584, 1.40138, 38.271, 
4.5462, 1.40916, 38.4942, 
4.53658, 1.4169, 38.7126, 
4.52696, 1.4246, 38.9265, 
4.51736, 1.43225, 39.136, 
4.50776, 1.43986, 39.3412, 
4.49818, 1.44743, 39.5422, 
4.4886, 1.45496, 39.7391, 
4.47904, 1.46245, 39.932, 
4.46948, 1.46989, 40.1211, 
4.45994, 1.4773, 40.3063, 
4.45041, 1.48466, 40.4879, 
4.44088, 1.49198, 40.6659, 
4.43137, 1.49927, 40.8404, 
4.42187, 1.50651, 41.0115, 
4.41237, 1.51372, 41.1792, 
4.40289, 1.52088, 41.3437, 
4.39342, 1.52801, 41.505, 
4.38396, 1.53509, 41.6632, 
4.3745, 1.54214, 41.8183, 
4.36506, 1.54915, 41.9705, 
4.35563, 1.55612, 42.1198, 
4.34621, 1.56305, 42.2663, 
4.3368, 1.56995, 42.4101, 
4.3274, 1.57681, 42.5511, 
4.31801, 1.58363, 42.6895, 
4.30862, 1.59041, 42.8254, 
4.29925, 1.59716, 42.9587, 
4.28989, 1.60387, 43.0896, 
4.28054, 1.61054, 43.2181, 
4.2712, 1.61717, 43.3442, 
4.26187, 1.62377, 43.468, 
4.25256, 1.63034, 43.5896, 
4.24325, 1.63687, 43.7089, 
4.23395, 1.64336, 43.8261, 
4.22466, 1.64982, 43.9412, 
4.21538, 1.65624, 44.0543, 
4.20611, 1.66262, 44.1653, 
4.19685, 1.66898, 44.2743, 
4.1876, 1.67529, 44.3815, 
4.17837, 1.68157, 44.4867, 
4.16914, 1.68782, 44.59, 
4.15992, 1.69404, 44.6915, 
4.15071, 1.70022, 44.7913, 
4.14152, 1.70636, 44.8893, 
4.13233, 1.71247, 44.9856, 
4.12315, 1.71855, 45.0802, 
4.11399, 1.7246, 45.1732, 
4.10483, 1.73061, 45.2645, 
4.09569, 1.73659, 45.3543, 
4.08655, 1.74254, 45.4426, 
4.07742, 1.74845, 45.5293, 
4.06831, 1.75433, 45.6145, 
4.0592, 1.76018, 45.6983, 
4.05011, 1.766, 45.7806, 
4.04102, 1.77178, 45.8615, 
4.03195, 1.77754, 45.9411, 
4.02288, 1.78326, 46.0193, 
4.01383, 1.78895, 46.0961, 
4.00479, 1.79461, 46.1717, 
3.99575, 1.80023, 46.246, 
3.98673, 1.80583, 46.319, 
3.97771, 1.81139, 46.3908, 
3.96871, 1.81693, 46.4614, 
3.95972, 1.82243, 46.5307, 
3.95074, 1.8279, 46.599, 
3.94176, 1.83335, 46.666, 
3.9328, 1.83876, 46.732, 
3.92385, 1.84414, 46.7968, 
3.91491, 1.84949, 46.8606, 
3.90597, 1.85482, 46.9233, 
3.89705, 1.86011, 46.9849, 
3.88814, 1.86537, 47.0455, 
3.87924, 1.87061, 47.1051, 
3.87035, 1.87581, 47.1637, 
3.86147, 1.88099, 47.2214, 
3.8526, 1.88613, 47.278, 
3.84374, 1.89125, 47.3337, 
3.83489, 1.89634, 47.3885, 
3.82605, 1.9014, 47.4424, 
3.81722, 1.90643, 47.4954, 
3.8084, 1.91143, 47.5475, 
3.79959, 1.91641, 47.5987, 
3.79079, 1.92136, 47.649, 
3.782, 1.92627, 47.6986, 
3.77322, 1.93117, 47.7472, 
3.76445, 1.93603, 47.7951, 
3.75569, 1.94086, 47.8422, 
3.74695, 1.94567, 47.8885, 
3.73821, 1.95045, 47.934, 
3.72948, 1.95521, 47.9787, 
3.72076, 1.95993, 48.0227, 
3.71206, 1.96463, 48.066, 
3.70336, 1.9693, 48.1085, 
3.69467, 1.97395, 48.1503, 
3.68599, 1.97857, 48.1914, 
3.67733, 1.98316, 48.2319, 
3.66867, 1.98773, 48.2716, 
3.66002, 1.99227, 48.3106, 
3.65139, 1.99678, 48.349, 
3.64276, 2.00127, 48.3867, 
3.63415, 2.00573, 48.4238, 
3.62554, 2.01016, 48.4603, 
3.61695, 2.01457, 48.4961, 
3.60836, 2.01896, 48.5313, 
3.59979, 2.02331, 48.566, 
3.59122, 2.02765, 48.6, 
3.58267, 2.03195, 48.6334, 
3.57412, 2.03624, 48.6662, 
3.56559, 2.04049, 48.6985, 
3.55707, 2.04473, 48.7302, 
3.54855, 2.04893, 48.7614, 
3.54005, 2.05311, 48.792, 
3.53156, 2.05727, 48.822, 
3.52307, 2.0614, 48.8516, 
3.5146, 2.06551, 48.8806, 
3.50614, 2.0696, 48.9091, 
3.49768, 2.07366, 48.937, 
3.48924, 2.07769, 48.9645, 
3.48081, 2.0817, 48.9915, 
3.47239, 2.08569, 49.018, 
3.46398, 2.08965, 49.044, 
3.45558, 2.09359, 49.0696, 
3.44718, 2.0975, 49.0946, 
3.4388, 2.1014, 49.1192, 
3.43043, 2.10526, 49.1434, 
3.42207, 2.10911, 49.1671, 
3.41372, 2.11293, 49.1903, 
3.40538, 2.11673, 49.2131, 
3.39705, 2.1205, 49.2355, 
3.38873, 2.12425, 49.2575, 
3.38042, 2.12798, 49.279, 
3.37212, 2.13169, 49.3001, 
3.36383, 2.13537, 49.3208, 
3.35555, 2.13903, 49.3411, 
3.34729, 2.14267, 49.361, 
3.33903, 2.14628, 49.3805, 
3.33078, 2.14987, 49.3997, 
3.32254, 2.15344, 49.4184, 
3.31431, 2.15699, 49.4367, 
3.3061, 2.16052, 49.4547, 
3.29789, 2.16402, 49.4723, 
3.28969, 2.1675, 49.4896, 
3.2815, 2.17096, 49.5064, 
3.27333, 2.1744, 49.523, 
3.26516, 2.17781, 49.5391, 
3.257, 2.1812, 49.555, 
3.24886, 2.18458, 49.5704, 
3.24072, 2.18793, 49.5856, 
3.23259, 2.19125, 49.6004, 
3.22448, 2.19456, 49.6149, 
3.21637, 2.19785, 49.629, 
3.20828, 2.20111, 49.6428, 
3.20019, 2.20436, 49.6563, 
3.19212, 2.20758, 49.6695, 
3.18405, 2.21078, 49.6824, 
3.176, 2.21396, 49.695, 
3.16795, 2.21712, 49.7072, 
3.15992, 2.22026, 49.7192, 
3.1519, 2.22338, 49.7308, 
3.14388, 2.22648, 49.7422, 
3.13588, 2.22955, 49.7533, 
3.12788, 2.23261, 49.7641, 
3.1199, 2.23565, 49.7746, 
3.11193, 2.23866, 49.7848, 
3.10397, 2.24166, 49.7948, 
3.09601, 2.24463, 49.8044, 
3.08807, 2.24759, 49.8138, 
3.08014, 2.25052, 49.823, 
3.07222, 2.25344, 49.8319, 
3.0643, 2.25633, 49.8405, 
3.0564, 2.25921, 49.8488, 
3.04851, 2.26207, 49.8569, 
3.04063, 2.2649, 49.8647, 
3.03276, 2.26772, 49.8723, 
3.0249, 2.27052, 49.8796, 
3.01705, 2.27329, 49.8867, 
3.00921, 2.27605, 49.8936, 
3.00138, 2.27879, 49.9002, 
2.99356, 2.28151, 49.9066, 
2.98575, 2.28421, 49.9127, 
2.97795, 2.28689, 49.9186, 
2.97016, 2.28956, 49.9243, 
2.96238, 2.2922, 49.9297, 
2.95461, 2.29482, 49.9349, 
2.94685, 2.29743, 49.9399, 
2.9391, 2.30002, 49.9447, 
2.93137, 2.30258, 49.9492, 
2.92364, 2.30513, 49.9536, 
2.91592, 2.30767, 49.9577, 
2.90821, 2.31018, 49.9616, 
2.90051, 2.31267, 49.9653, 
2.89283, 2.31515, 49.9688, 
2.88515, 2.31761, 49.9721, 
2.87748, 2.32004, 49.9751, 
2.86983, 2.32247, 49.978, 
2.86218, 2.32487, 49.9807, 
2.85454, 2.32725, 49.9832, 
2.84692, 2.32962, 49.9855, 
2.8393, 2.33197, 49.9876, 
2.83169, 2.3343, 49.9895, 
2.8241, 2.33661, 49.9912, 
2.81651, 2.33891, 49.9927, 
2.80894, 2.34119, 49.994, 
2.80137, 2.34345, 49.9952, 
2.79382, 2.34569, 49.9961, 
2.78627, 2.34792, 49.9969, 
2.77874, 2.35012, 49.9975, 
2.77122, 2.35231, 49.998, 
2.7637, 2.35449, 49.9982, 
2.7562, 2.35664, 49.9983, 
2.7487, 2.35878, 49.9982, 
2.74122, 2.3609, 49.9979, 
2.73375, 2.36301, 49.9975, 
2.72629, 2.3651, 49.9969, 
2.71883, 2.36717, 49.9961, 
2.71139, 2.36922, 49.9952, 
2.70396, 2.37126, 49.9941, 
2.69654, 2.37328, 49.9928, 
2.68912, 2.37528, 49.9914, 
2.68172, 2.37727, 49.9898, 
2.67433, 2.37924, 49.9881, 
