0,200
1,123.607
2,76.3932
3,47.2136
4,29.1796
5,18.034
6,11.1456
7,6.88837
8,4.25725
9,2.63112
10,1.62612
11,1.005
12,0.621124
13,0.383876
14,0.237248
15,0.146627
16,0.0906208
17,0.0560067
18,0.0346141
19,0.0213927
20,0.0132214
21,0.00817127
22,0.00505013
23,0.00312114
24,0.00192898
25,0.00119216
26,0.000736822
27,0.000455339
28,0.000281482
29,0.000173857
30,0.000107626
31,6.62311e-05
32,4.13945e-05
33,2.48367e-05
34,1.65578e-05
