62.727,-0.921198,11,ERROR
2.33911e-13,-7.44939e-18,6,LOKALNE
2.33911e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,9,LOKALNE
1.33808e-13,-7.44939e-18,9,LOKALNE
62.727,-0.921198,13,ERROR
2.3391e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,10,GLOBALNE
2.33892e-13,-7.44939e-18,8,ERROR
1.60039e-13,-7.44939e-18,7,LOKALNE
2.34152e-13,-7.44939e-18,6,LOKALNE
0,-7.44939e-18,9,LOKALNE
1.33808e-13,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
62.727,-0.921198,10,ERROR
2.33911e-13,-7.44939e-18,6,LOKALNE
62.727,-0.921198,9,GLOBALNE
62.727,-0.921198,6,GLOBALNE
2.33841e-13,-7.44939e-18,7,LOKALNE
2.3391e-13,-7.44939e-18,7,LOKALNE
2.0487e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
62.727,-0.921198,10,GLOBALNE
-3.42833e-13,-7.44939e-18,8,LOKALNE
2.32729e-13,-7.44939e-18,15,LOKALNE
4.93391e-14,-7.44939e-18,8,LOKALNE
2.78533e-13,-7.44939e-18,14,LOKALNE
0,-7.44939e-18,8,LOKALNE
-5.83878e-13,-7.44939e-18,8,LOKALNE
1.86642e-13,-7.44939e-18,6,LOKALNE
2.3391e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,9,LOKALNE
62.727,-0.921198,11,GLOBALNE
2.33895e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,12,GLOBALNE
62.727,-0.921198,10,GLOBALNE
2.3389e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,11,ERROR
2.33911e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,6,GLOBALNE
-2.20464e-13,-7.44939e-18,8,LOKALNE
2.78845e-14,-7.44939e-18,8,LOKALNE
1.81639e-13,-7.44939e-18,8,LOKALNE
2.33901e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,8,LOKALNE
2.33895e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,10,GLOBALNE
62.727,-0.921198,11,GLOBALNE
2.34914e-13,-7.44939e-18,9,LOKALNE
62.727,-0.921198,10,GLOBALNE
2.2677e-13,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
2.88025e-13,-7.44939e-18,6,LOKALNE
62.727,-0.921198,8,GLOBALNE
2.13009e-13,-7.44939e-18,6,LOKALNE
0,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,9,LOKALNE
62.727,-0.921198,11,ERROR
62.727,-0.921198,10,GLOBALNE
2.37993e-13,-7.44939e-18,6,LOKALNE
62.727,-0.921198,6,GLOBALNE
62.727,-0.921198,10,GLOBALNE
-1.21529e-13,-7.44939e-18,8,LOKALNE
2.33909e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,8,LOKALNE
-1.66329e-13,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,10,LOKALNE
2.33959e-13,-7.44939e-18,6,LOKALNE
1.33808e-13,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
2.34032e-13,-7.44939e-18,9,LOKALNE
1.30602e-13,-7.44939e-18,9,LOKALNE
62.727,-0.921198,10,GLOBALNE
2.33935e-13,-7.44939e-18,6,LOKALNE
1.5488e-13,-7.44939e-18,8,LOKALNE
62.727,-0.921198,10,GLOBALNE
2.33846e-13,-7.44939e-18,7,LOKALNE
0,-7.44939e-18,8,LOKALNE
62.727,-0.921198,10,GLOBALNE
62.727,-0.921198,6,GLOBALNE
0,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,8,LOKALNE
62.727,-0.921198,9,GLOBALNE
-3.93693e-14,-7.44939e-18,8,LOKALNE
2.33911e-13,-7.44939e-18,6,LOKALNE
0,-7.44939e-18,8,LOKALNE
2.2677e-13,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,9,LOKALNE
2.78845e-14,-7.44939e-18,8,LOKALNE
0,-7.44939e-18,9,LOKALNE
2.33916e-13,-7.44939e-18,6,LOKALNE
2.33841e-13,-7.44939e-18,7,LOKALNE
62.727,-0.921198,6,GLOBALNE
0,-7.44939e-18,9,LOKALNE
0,-7.44939e-18,8,LOKALNE
