0; 0; 
0,00450147; 0,0894354; 
0,0177662; 0,175246; 
0,0394263; 0,257325; 
0,0691036; 0,335578; 
0,106412; 0,409927; 
0,150957; 0,480307; 
0,202339; 0,546668; 
0,260155; 0,608972; 
0,323997; 0,667194; 
0,393457; 0,721323; 
0,468126; 0,771358; 
0,547593; 0,817311; 
0,631453; 0,859206; 
0,7193; 0,897075; 
0,810735; 0,930963; 
0,905362; 0,960924; 
1,00279; 0,987019; 
1,10264; 1,00932; 
1,20453; 1,02791; 
1,3081; 1,04287; 
1,41299; 1,05429; 
1,51884; 1,06229; 
1,62533; 1,06696; 
1,73213; 1,06841; 
1,83891; 1,06677; 
1,94538; 1,06215; 
2,05125; 1,05468; 
2,15623; 1,04449; 
2,26006; 1,0317; 
2,36249; 1,01647; 
2,46327; 0,998909; 
2,56219; 0,979169; 
2,65904; 0,957384; 
2,75361; 0,933693; 
2,84572; 0,908237; 
2,9352; 0,881153; 
3,0219; 0,852581; 
3,10567; 0,822658; 
3,18639; 0,79152; 
3,26394; 0,759301; 
3,33822; 0,726134; 
3,40914; 0,692149; 
3,47663; 0,657474; 
3,54062; 0,622233; 
3,60106; 0,586548; 
3,65791; 0,550537; 
3,71116; 0,514316; 
3,76077; 0,477995; 
3,80676; 0,441681; 
3,84911; 0,405478; 
3,88786; 0,369485; 
3,92302; 0,333795; 
3,95463; 0,2985; 
3,98274; 0,263685; 
4,00739; 0,229431; 
4,02864; 0,195814; 
4,04657; 0,162906; 
4,06125; 0,130774; 
4,07276; 0,0994806; 
4,08118; 0,0690829; 
4,08661; 0,039634; 
4,08914; 0,0111817; 
4,08888; -0,0162303; 
4,08593; -0,0425632; 
4,0804; -0,0677827; 
4,07241; -0,091859; 
4,06207; -0,114766; 
4,0495; -0,136484; 
4,03481; -0,156995; 
4,01814; -0,176285; 
3,9996; -0,194347; 
3,97931; -0,211175; 
3,9574; -0,226768; 
3,934; -0,241127; 
3,90922; -0,254259; 
3,88319; -0,266172; 
3,85602; -0,276878; 
3,82785; -0,286392; 
3,79878; -0,294733; 
3,76894; -0,301919; 
3,73844; -0,307976; 
3,70738; -0,312927; 
3,67589; -0,3168; 
3,64406; -0,319626; 
3,612; -0,321435; 
3,5798; -0,32226; 
3,54758; -0,322137; 
3,51541; -0,321101; 
3,48339; -0,31919; 
3,4516; -0,316441; 
3,42012; -0,312896; 
3,38904; -0,308593; 
3,35843; -0,303573; 
3,32835; -0,297878; 
3,29887; -0,29155; 
3,27006; -0,284629; 
3,24197; -0,277159; 
3,21465; -0,269182; 
3,18815; -0,260738; 
3,16251; -0,25187; 
3,13778; -0,242619; 
3,114; -0,233026; 
3,09119; -0,22313; 
3,06938; -0,212972; 
3,0486; -0,202591; 
3,02887; -0,192024; 
3,0102; -0,181308; 
2,99261; -0,170479; 
2,97611; -0,159573; 
2,9607; -0,148624; 
2,94639; -0,137664; 
2,93317; -0,126725; 
2,92104; -0,115837; 
2,91; -0,10503; 
2,90003; -0,0943308; 
2,89113; -0,0837662; 
2,88327; -0,0733611; 
2,87645; -0,0631392; 
2,87064; -0,0531226; 
2,86581; -0,0433322; 
2,86196; -0,0337873; 
2,85905; -0,0245058; 
2,85705; -0,0155043; 
2,85594; -0,00679777; 
2,85568; 0,00160005; 
2,85625; 0,00967689; 
