Metoda;D³ugoœæ kroku;x0(1);x0(2);x(1);x(2);f_calls;Minimum Globalne;Sukces
Rosenbrock;1;-0.756805;0.807183;1.16789e-07;-1.3702e-06;237;6,02172e-11; ;NIE
Rosenbrock;1;-0.360888;-0.993816;-1.83362e-06;0.774715;233;0,619837; ;NIE
Rosenbrock;1;0.362291;0.037865;-4.3638e-07;1.81821e-06;195;1,11331e-10; ;NIE
Rosenbrock;1;-0.942842;0.80924;-3.69117e-07;0.774714;217;0,619837; ;NIE
Rosenbrock;1;-0.192613;-0.0925479;0.774717;-2.81628e-07;177;0,619837; ;NIE
Rosenbrock;1;0.950465;0.138105;0.774714;8.08842e-07;189;0,619837; ;NIE
Rosenbrock;1;-0.459738;0.12541;-2.45891e-07;1.20839e-07;193;2,39031e-12; ;NIE
Rosenbrock;1;0.776817;0.645659;0.774715;-1.31961e-06;123;0,619837; ;NIE
Rosenbrock;1;-0.857087;-0.0892342;5.15729e-07;-9.34437e-07;245;3,62732e-11; ;NIE
Rosenbrock;1;0.516428;0.410511;1.6287e-06;-9.91249e-07;179;1,15755e-10; ;NIE
Rosenbrock;1;0.338085;-0.128156;4.89881e-07;-8.68399e-07;201;3,16547e-11; ;NIE
Rosenbrock;1;-0.379402;-0.747466;0.774716;-0.774717;187;1,23967; ;NIE
Rosenbrock;1;0.765961;-0.924677;0.774716;-2.83016e-07;187;0,619837; ;NIE
Rosenbrock;1;-0.767614;-0.0283999;-0.774716;-4.02354e-07;191;0,619837; ;NIE
Rosenbrock;1;-0.640918;0.0900754;-0.774716;-2.58206e-07;199;0,619837; ;NIE
Rosenbrock;1;0.843411;-0.37411;0.774715;0.774717;201;1,23967; ;NIE
Rosenbrock;1;0.78122;-0.418331;0.774715;0.774717;197;1,23967; ;NIE
Rosenbrock;1;0.879542;-0.00410643;0.774715;2.60962e-07;155;0,619837; ;NIE
Rosenbrock;1;0.906025;-0.215719;0.774715;0.774715;167;1,23967; ;NIE
Rosenbrock;1;-0.999784;-0.669409;1.06237e-06;-0.774716;103;0,619837; ;NIE
Rosenbrock;1;0.365122;-0.540424;-1.27835e-06;5.22802e-07;201;6,07394e-11; ;NIE
Rosenbrock;1;-0.0297671;0.449592;8.50385e-07;-1.16646e-06;191;6,63527e-11; ;NIE
Rosenbrock;1;-0.186748;0.231878;0.774715;-1.22891e-06;195;0,619837; ;NIE
Rosenbrock;1;-0.439305;0.574376;1.71752e-07;-0.774715;229;0,619837; ;NIE
Rosenbrock;1;0.799512;-0.837934;0.774715;2.18395e-07;225;0,619837; ;NIE
Rosenbrock;1;0.0890282;0.881535;-1.11584e-06;0.774716;175;0,619837; ;NIE
Rosenbrock;1;0.849147;-0.160388;0.774715;-1.05245e-06;203;0,619837; ;NIE
Rosenbrock;1;-0.533653;-0.310979;-0.774715;0.774716;195;1,23967; ;NIE
Rosenbrock;1;-0.546376;0.418991;-0.774715;6.9663e-07;201;0,619837; ;NIE
