Metoda;D³ugoœæ kroku;x0(1);x0(2);x(1);x(2);f_calls;Minimum Globalne;Sukces
Hooke-Jeeves;1;0.96994;-0.434063;-4.47505e-07;3.21652e-07;199;9,67137e-12; ;TAK
Hooke-Jeeves;1;-0.135776;0.672163;0.864224;-0.0778374;1001;1,0586; ;NIE
Hooke-Jeeves;1;-0.0365619;-0.490893;2.14207e-08;-1.37146e-07;203;6,13509e-13; ;TAK
Hooke-Jeeves;1;-0.423209;0.377937;-4.29116e-07;0.774715;462;0,619837; ;TAK
Hooke-Jeeves;1;-0.82122;-0.867965;-0.774717;6.97207e-07;217;0,619837; ;TAK
Hooke-Jeeves;1;-0.879298;0.850099;9.32169e-07;0.774715;219;0,619837; ;TAK
Hooke-Jeeves;1;0.158424;-0.369651;-8.03771e-07;3.04431e-07;225;2,3523e-11; ;TAK
Hooke-Jeeves;1;0.0138956;-0.713454;5.64944e-07;-0.774716;163;0,619837; ;TAK
Hooke-Jeeves;1;-0.756805;0.807183;-0.774715;0.774716;181;1,23967; ;TAK
Hooke-Jeeves;1;-0.360888;-0.993816;-7.73888e-07;1.1244e-07;203;1,94731e-11; ;TAK
Hooke-Jeeves;1;0.362291;0.037865;0.774715;3.64748e-07;210;0,619837; ;TAK
Hooke-Jeeves;1;-0.942842;0.80924;2.08643e-07;0.774715;187;0,619837; ;TAK
Hooke-Jeeves;1;-0.192613;-0.0925479;0.774716;5.05107e-07;179;0,619837; ;TAK
Hooke-Jeeves;1;0.950465;0.138105;3.60238e-07;-8.61821e-10;209;4,13225e-12; ;TAK
Hooke-Jeeves;1;-0.459738;0.12541;1.19901e-07;-4.73908e-07;229;7,60925e-12; ;TAK
Hooke-Jeeves;1;0.776817;0.645659;0.774715;4.45337e-07;196;0,619837; ;TAK
Hooke-Jeeves;1;-0.857087;-0.0892342;-4.84716e-07;-7.61798e-07;196;2,59606e-11; ;TAK
Hooke-Jeeves;1;0.516428;0.410511;-7.50695e-08;0.774715;194;0,619837; ;TAK
Hooke-Jeeves;1;0.338085;-0.128156;0.774715;0.774716;204;1,23967; ;TAK
Hooke-Jeeves;1;-0.379402;-0.747466;-4.81094e-08;-0.774716;211;0,619837; ;TAK
Hooke-Jeeves;1;0.765961;-0.924677;0.774716;-1.61615e-07;197;0,619837; ;TAK
Hooke-Jeeves;1;-0.767614;-0.0283999;-0.774716;5.09554e-07;190;0,619837; ;TAK
Hooke-Jeeves;1;-0.640918;0.0900754;0.774716;8.21074e-07;196;0,619837; ;TAK
Hooke-Jeeves;1;0.843411;-0.37411;0.774716;7.62967e-07;202;0,619837; ;TAK
Hooke-Jeeves;1;0.78122;-0.418331;0.774716;-1.25707e-07;213;0,619837; ;TAK
Hooke-Jeeves;1;0.879542;-0.00410643;2.58325e-07;8.70303e-08;188;2,36611e-12; ;TAK
Hooke-Jeeves;1;0.906025;-0.215719;4.19087e-07;0.774716;181;0,619837; ;TAK
Hooke-Jeeves;1;-0.999784;-0.669409;1.05974e-07;0.774715;177;0,619837; ;TAK
Hooke-Jeeves;1;0.365122;-0.540424;0.774716;0.774715;207;1,23967; ;TAK
Hooke-Jeeves;1;-0.0297671;0.449592;9.17393e-07;0.774715;222;0,619837; ;TAK
Hooke-Jeeves;1;-0.186748;0.231878;0.774716;-0.774716;174;1,23967; ;TAK
Hooke-Jeeves;1;-0.439305;0.574376;9.09397e-07;7.85484e-07;186;4,59801e-11; ;TAK
Hooke-Jeeves;1;0.799512;-0.837934;0.774716;3.41305e-07;204;0,619837; ;TAK
Hooke-Jeeves;1;0.0890282;0.881535;8.06329e-07;3.56226e-07;203;2,47438e-11; ;TAK
Hooke-Jeeves;1;0.849147;-0.160388;0.774717;0.774716;184;1,23967; ;TAK
Hooke-Jeeves;1;-0.533653;-0.310979;0.774715;0.774716;197;1,23967; ;TAK
Hooke-Jeeves;1;-0.546376;0.418991;0.774717;0.774715;201;1,23967; ;TAK
