5; 1; 20; 
4,98992; 1,01171; 20,694; 
4,97985; 1,0217; 21,367; 
4,96979; 1,03163; 22,0198; 
4,95974; 1,0415; 22,6533; 
4,9497; 1,05131; 23,2682; 
4,93967; 1,06106; 23,8653; 
4,92965; 1,07076; 24,4452; 
4,91964; 1,0804; 25,0087; 
4,90964; 1,08998; 25,5564; 
4,89965; 1,0995; 26,0887; 
4,88967; 1,10897; 26,6065; 
4,8797; 1,11839; 27,1101; 
4,86975; 1,12775; 27,6001; 
4,8598; 1,13706; 28,0769; 
4,84986; 1,14631; 28,5412; 
4,83993; 1,15551; 28,9932; 
4,83001; 1,16466; 29,4334; 
4,8201; 1,17375; 29,8623; 
4,81021; 1,1828; 30,2802; 
4,80032; 1,19179; 30,6876; 
4,79044; 1,20073; 31,0846; 
4,78058; 1,20962; 31,4718; 
4,77072; 1,21845; 31,8494; 
4,76087; 1,22724; 32,2178; 
4,75104; 1,23598; 32,5772; 
4,74121; 1,24467; 32,9279; 
4,73139; 1,25331; 33,2702; 
4,72159; 1,2619; 33,6044; 
4,71179; 1,27045; 33,9307; 
4,70201; 1,27894; 34,2493; 
4,69223; 1,28739; 34,5606; 
4,68246; 1,29579; 34,8647; 
4,67271; 1,30414; 35,1618; 
4,66296; 1,31245; 35,4522; 
4,65323; 1,32071; 35,7361; 
4,64351; 1,32893; 36,0135; 
4,63379; 1,33709; 36,2848; 
4,62409; 1,34522; 36,5501; 
4,61439; 1,3533; 36,8096; 
4,60471; 1,36133; 37,0634; 
4,59503; 1,36932; 37,3117; 
4,58537; 1,37726; 37,5546; 
4,57572; 1,38516; 37,7924; 
4,56607; 1,39302; 38,0251; 
4,55644; 1,40084; 38,2529; 
4,54682; 1,40861; 38,4758; 
4,53721; 1,41633; 38,6942; 
4,5276; 1,42402; 38,908; 
4,51801; 1,43166; 39,1173; 
4,50843; 1,43926; 39,3224; 
4,49886; 1,44682; 39,5233; 
4,48929; 1,45434; 39,7201; 
4,47974; 1,46182; 39,913; 
4,4702; 1,46925; 40,1019; 
4,46067; 1,47665; 40,2871; 
4,45115; 1,484; 40,4686; 
4,44164; 1,49132; 40,6465; 
4,43214; 1,49859; 40,8209; 
4,42265; 1,50582; 40,9919; 
4,41317; 1,51302; 41,1596; 
4,4037; 1,52017; 41,324; 
4,39424; 1,52729; 41,4852; 
4,38479; 1,53437; 41,6433; 
4,37535; 1,54141; 41,7984; 
4,36592; 1,54841; 41,9506; 
4,3565; 1,55537; 42,0998; 
4,34709; 1,56229; 42,2463; 
4,33769; 1,56918; 42,39; 
4,3283; 1,57603; 42,531; 
4,31892; 1,58284; 42,6693; 
4,30955; 1,58961; 42,8051; 
4,30019; 1,59635; 42,9384; 
4,29085; 1,60305; 43,0693; 
4,28151; 1,60971; 43,1977; 
4,27218; 1,61634; 43,3238; 
4,26286; 1,62293; 43,4476; 
4,25355; 1,62949; 43,5691; 
4,24426; 1,63601; 43,6884; 
4,23497; 1,64249; 43,8056; 
4,22569; 1,64894; 43,9207; 
4,21643; 1,65535; 44,0337; 
4,20717; 1,66173; 44,1447; 
4,19792; 1,66807; 44,2537; 
4,18869; 1,67438; 44,3608; 
4,17946; 1,68066; 44,466; 
4,17024; 1,6869; 44,5693; 
4,16104; 1,6931; 44,6708; 
4,15184; 1,69928; 44,7706; 
4,14266; 1,70541; 44,8685; 
4,13348; 1,71152; 44,9648; 
4,12432; 1,71759; 45,0594; 
4,11516; 1,72363; 45,1524; 
4,10602; 1,72963; 45,2437; 
4,09688; 1,7356; 45,3335; 
4,08776; 1,74154; 45,4217; 
4,07864; 1,74745; 45,5084; 
4,06954; 1,75332; 45,5936; 
4,06045; 1,75916; 45,6774; 
4,05136; 1,76497; 45,7597; 
4,04229; 1,77075; 45,8406; 
4,03322; 1,7765; 45,9202; 
4,02417; 1,78221; 45,9983; 
4,01513; 1,78789; 46,0752; 
4,00609; 1,79354; 46,1507; 
3,99707; 1,79916; 46,225; 
3,98806; 1,80475; 46,298; 
3,97906; 1,81031; 46,3698; 
3,97007; 1,81584; 46,4404; 
3,96108; 1,82134; 46,5098; 
3,95211; 1,8268; 46,578; 
3,94315; 1,83224; 46,6451; 
3,9342; 1,83764; 46,711; 
3,92526; 1,84302; 46,7759; 
3,91633; 1,84836; 46,8397; 
3,9074; 1,85368; 46,9023; 
3,89849; 1,85897; 46,964; 
3,88959; 1,86422; 47,0246; 
3,8807; 1,86945; 47,0842; 
3,87182; 1,87465; 47,1428; 
3,86295; 1,87982; 47,2004; 
3,85409; 1,88496; 47,2571; 
3,84524; 1,89007; 47,3128; 
3,8364; 1,89515; 47,3676; 
3,82757; 1,9002; 47,4215; 
3,81875; 1,90523; 47,4744; 
3,80994; 1,91023; 47,5265; 
3,80115; 1,9152; 47,5778; 
3,79236; 1,92014; 47,6281; 
3,78358; 1,92505; 47,6777; 
3,77481; 1,92993; 47,7264; 
3,76605; 1,93479; 47,7742; 
3,7573; 1,93962; 47,8213; 
3,74857; 1,94442; 47,8676; 
3,73984; 1,9492; 47,9131; 
3,73112; 1,95395; 47,9579; 
3,72241; 1,95867; 48,0019; 
3,71372; 1,96336; 48,0452; 
3,70503; 1,96803; 48,0877; 
3,69635; 1,97267; 48,1295; 
3,68768; 1,97728; 48,1706; 
3,67903; 1,98187; 48,2111; 
3,67038; 1,98643; 48,2508; 
3,66175; 1,99096; 48,2898; 
3,65312; 1,99547; 48,3282; 
3,6445; 1,99995; 48,366; 
3,6359; 2,00441; 48,4031; 
3,6273; 2,00884; 48,4396; 
3,61872; 2,01324; 48,4754; 
3,61014; 2,01762; 48,5106; 
3,60158; 2,02197; 48,5453; 
3,59302; 2,0263; 48,5793; 
3,58448; 2,0306; 48,6127; 
3,57594; 2,03488; 48,6456; 
3,56742; 2,03913; 48,6778; 
3,5589; 2,04336; 48,7096; 
3,5504; 2,04756; 48,7407; 
3,54191; 2,05174; 48,7714; 
3,53342; 2,05589; 48,8014; 
3,52495; 2,06002; 48,831; 
