62.7231,-0.921198,1,GLOBALNE
-0.00313406,1.96447e-10,1,LOKALNE
-0.000389759,3.03823e-12,1,LOKALNE
0.00103658,2.14901e-11,1,LOKALNE
0.00128079,3.28085e-11,1,LOKALNE
62.7283,-0.921198,1,GLOBALNE
-0.00354258,2.50997e-10,1,LOKALNE
62.7241,-0.921198,1,GLOBALNE
-0.0038609,2.98131e-10,1,LOKALNE
0.00314987,1.98433e-10,1,LOKALNE
0.00204299,8.34758e-11,1,LOKALNE
-0.0018021,6.49516e-11,1,LOKALNE
0.00128079,3.28085e-11,1,LOKALNE
-0.00376491,2.8349e-10,1,LOKALNE
62.7311,-0.921198,1,LOKALNE
0.00392439,3.08017e-10,1,LOKALNE
62.7236,-0.921198,1,GLOBALNE
62.7275,-0.921198,1,GLOBALNE
0.00376491,2.8349e-10,1,LOKALNE
-0.00196287,7.70571e-11,1,LOKALNE
0.000256148,1.31222e-12,1,LOKALNE
0.00299789,1.79747e-10,1,LOKALNE
0.00292904,1.71586e-10,1,LOKALNE
0.000492836,4.85774e-12,1,LOKALNE
62.7229,-0.921198,1,GLOBALNE
0.0038609,2.98131e-10,1,LOKALNE
-0.00172524,5.95293e-11,1,LOKALNE
1.223e-05,2.98399e-15,1,LOKALNE
0.000167214,5.59202e-13,1,LOKALNE
-0.00354042,2.50691e-10,1,LOKALNE
0.00288383,1.66329e-10,1,LOKALNE
-0.00348143,2.42407e-10,1,LOKALNE
-0.00196287,7.70571e-11,1,LOKALNE
-0.000817445,1.33643e-11,1,LOKALNE
62.7265,-0.921198,1,GLOBALNE
0.00354042,2.50691e-10,1,LOKALNE
62.7236,-0.921198,1,GLOBALNE
62.7225,-0.921198,1,GLOBALNE
0.00402038,3.2327e-10,1,LOKALNE
62.7233,-0.921198,1,GLOBALNE
-0.000389759,3.03823e-12,1,LOKALNE
62.7232,-0.921198,1,GLOBALNE
0.00168773,5.6969e-11,1,LOKALNE
-0.00137728,3.7938e-11,1,LOKALNE
0.00107501,2.3113e-11,1,LOKALNE
0.00327023,2.13889e-10,1,LOKALNE
0.000492836,4.85774e-12,1,LOKALNE
0.00354042,2.50691e-10,1,LOKALNE
62.7241,-0.921198,1,GLOBALNE
62.7265,-0.921198,1,GLOBALNE
-0.00272506,1.48519e-10,1,LOKALNE
62.7225,-0.921198,1,GLOBALNE
-0.00115195,2.654e-11,1,LOKALNE
0.0038284,2.93132e-10,1,LOKALNE
0.0028539,1.62895e-10,1,LOKALNE
62.7299,-0.921198,1,GLOBALNE
0.00214592,9.20997e-11,1,LOKALNE
-0.0027099,1.46871e-10,1,LOKALNE
0.00198281,7.86308e-11,1,LOKALNE
62.7231,-0.921198,1,GLOBALNE
62.7229,-0.921198,1,GLOBALNE
-0.00110323,2.43425e-11,1,LOKALNE
62.7309,-0.921198,1,LOKALNE
62.731,-0.921198,1,LOKALNE
0.0037324,2.78617e-10,1,LOKALNE
-0.00395689,3.1314e-10,1,LOKALNE
0.0014358,4.12303e-11,1,LOKALNE
-0.00343854,2.36471e-10,1,LOKALNE
0.00194438,7.56124e-11,1,LOKALNE
-0.00348726,2.4322e-10,1,LOKALNE
0.00128079,3.28085e-11,1,LOKALNE
-0.0038284,2.93132e-10,1,LOKALNE
0.00123207,3.036e-11,1,LOKALNE
0.000128784,3.31698e-13,1,LOKALNE
62.7309,-0.921198,1,LOKALNE
0.00367875,2.70664e-10,1,LOKALNE
-0.00307377,1.88961e-10,1,LOKALNE
62.7229,-0.921198,1,GLOBALNE
-0.00353598,2.50063e-10,1,LOKALNE
8.43193e-05,1.42187e-13,1,LOKALNE
62.7235,-0.921198,1,GLOBALNE
62.7275,-0.921198,1,GLOBALNE
-0.00433185,3.75299e-10,1,LOKALNE
-0.0012348,3.04947e-11,1,LOKALNE
-0.00354042,2.50691e-10,1,LOKALNE
-1.223e-05,2.98399e-15,1,LOKALNE
62.7252,-0.921198,1,GLOBALNE
0.00363641,2.6447e-10,1,LOKALNE
0.00392439,3.08017e-10,1,LOKALNE
-0.0038284,2.93132e-10,1,LOKALNE
-0.00115195,2.654e-11,1,LOKALNE
-0.00381492,2.91073e-10,1,LOKALNE
-0.000817445,1.33643e-11,1,LOKALNE
-0.00137728,3.7938e-11,1,LOKALNE
-0.0018021,6.49516e-11,1,LOKALNE
-0.00191415,7.32793e-11,1,LOKALNE
0.00376491,2.8349e-10,1,LOKALNE
62.7232,-0.921198,1,GLOBALNE
9.03539e-05,1.63269e-13,1,LOKALNE
-0.00363641,2.6447e-10,1,LOKALNE
